"Species","Fisheries","Aquaculture","Aquarium","Game fish","Bait","Ui","Non uses"
"Stiphodon discotorquatus",0,0,0,0,0,0.530523674133869,1
"Stiphodon elegans",0,0,0,0,0,0.279579533867828,1
"Stiphodon multisquamus",0,0,0,0,0,0.152765938985136,1
"Stiphodon rutilaureus",0,0,0,0,0,0.392844730630026,1
"Stiphodon semoni",1,0,1,0,0,0.604335950789402,0
"Stiphodon tuivi",0,0,0,0,0,0.753203353622533,1
"Stokellia anisodon",0,0,0,0,1,0.102450491181966,0
"Stolephorus commersonnii",0,0,0,0,0,0.24841864562443,1
"Stolephorus indicus",0,0,0,0,0,0.100152658771941,1
"Stolephorus insularis",0,0,0,0,0,0.216365050832956,1
"Stolephorus shantungensis",0,0,0,0,0,0.216365050832956,1
"Stolephorus tri",0,0,0,0,0,0.234609948036144,1
"Stolothrissa tanganicae",1,0,0,0,0,0.172430515868721,0
"Stomatorhinus ater",0,0,0,0,0,0.314172816873614,1
"Stomatorhinus corneti",0,0,0,0,0,0.266967509828314,1
"Stomatorhinus fuliginosus",0,0,0,0,0,0.372113258020586,1
"Stomatorhinus humilior",0,0,0,0,0,0.344575920316658,1
"Stomatorhinus kununguensis",0,0,0,0,0,0.334812824001811,1
"Stomatorhinus microps",0,0,0,0,0,0.290373714169696,1
"Stomatorhinus patrizii",0,0,0,0,0,0.369372808856734,1
"Stomatorhinus polli",0,0,0,0,0,0.299190974439956,1
"Stomatorhinus polylepis",0,0,0,0,0,0.360564363229747,1
"Stomatorhinus puncticulatus",0,0,0,0,0,0.259193275740861,1
"Stomatorhinus schoutedeni",0,0,0,0,0,0.25311518759066,1
"Strongylura hubbsi",0,0,0,0,0,0.908572264176389,1
"Strongylura incisa",0,0,0,0,0,0.101627520093525,1
"Strongylura krefftii",1,0,0,0,0,1.03710426972127,0
"Strongylura leiura",0,0,0,0,0,0.101627520093525,1
"Strongylura marina",0,0,0,1,0,0.908572264176389,0
"Strongylura strongylura",0,0,0,0,0,0.45735226194018,1
"Strongylura timucu",0,0,0,0,0,0.478988322418889,1
"Strophidon sathete",0,0,0,1,0,0,0
"Sturisoma aureum",0,0,0,0,0,1.57479344117388,1
"Sturisoma barbatum",0,0,0,0,0,0.235604872832275,1
"Sturisoma brevirostre",0,0,0,0,0,0.327299663203495,1
"Sturisoma dariense",0,0,0,0,0,0.285774276281409,1
"Sturisoma guentheri",0,0,0,0,0,0.526737909961374,1
"Sturisoma lyra",0,0,0,0,0,0.499329986634375,1
"Sturisoma monopelte",0,0,0,0,0,0.433320357396178,1
"Sturisoma nigrirostrum",0,0,0,0,0,0.361267467165483,1
"Sturisoma panamense",0,0,0,0,0,0.507904100409323,1
"Sturisoma robustum",0,0,0,0,0,0.526737909961374,1
"Sturisoma rostratum",0,0,0,0,0,0.265928269211818,1
"Sturisoma tenuirostre",0,0,0,0,0,0.210801749108726,1
"Sturisomatichthys caquetae",0,0,0,0,0,0.348818688098418,1
"Sturisomatichthys citurensis",0,0,0,0,0,0.342258983201734,1
"Sturisomatichthys leightoni",0,0,0,0,0,0.188173057338206,1
"Sturisomatichthys tamanae",0,0,0,0,0,0.462431862817049,1
"Stygichthys typhlops",0,0,0,0,0,0.255360918346091,1
"Stypodon signifer",0,0,0,0,0,0.24117195729457,1
"Sunagocia otaitensis",0,0,0,0,0,0.0890855158726684,1
"Sundadanio axelrodi",0,0,0,0,0,0.545931709897072,1
"Sundasalanx mekongensis",0,0,0,0,0,0.722080106187442,1
"Sundasalanx microps",0,0,0,0,0,1.3282726687366,1
"Sundasalanx praecox",0,0,0,0,0,0.935933170292039,1
"Sundoreonectes obesus",0,0,0,0,0,0.211523098840511,1
"Symphurus plagiusa",0,0,0,0,0,0.156686401458957,1
"Symphysodon aequifasciatus",0,0,1,0,0,0.358174117814273,0
"Symphysodon discus",1,0,1,0,0,0.379041982257641,0
"Synanceia horrida",0,0,0,0,0,0.0820827743377033,1
"Synanceia verrucosa",0,0,0,0,0,0.225541993522391,1
"Synaptolaemus cingulatus",0,0,0,0,0,0.256083422934844,1
"Synaptolaemus latofasciatus",0,0,0,0,0,0.208493625580074,1
"Synaptura salinarum",0,0,0,0,0,0.0436730133960624,1
"Synapturichthys kleinii",0,0,0,0,0,0,1
"Synbranchus madeirae",0,0,0,0,0,1.37894168067079,1
"Synbranchus marmoratus",1,0,0,0,0,1.22071279400823,0
"Syncomistes butleri",0,0,0,0,0,0.262743302936207,1
"Syncomistes rastellus",0,0,1,0,0,0.239728558873614,0
"Syncomistes trigonicus",0,0,0,0,0,0.171243348149423,1
"Syncrossus beauforti",0,0,1,0,0,0.362018715016749,0
"Syncrossus berdmorei",0,0,1,0,0,0.188692083989364,0
"Syncrossus helodes",1,0,1,0,0,0.243451830845726,0
"Syncrossus hymenophysa",1,0,1,0,0,0.142433562010796,0
"Syncrossus reversa",0,0,0,0,0,0.300983187800358,1
"Synechogobius ommaturus",0,0,0,0,0,0.0558428718380908,1
"Syngnathus abaster",0,0,0,0,0,1.13001532092734,1
"Syngnathus acus",0,0,0,0,0,0.102974300159798,1
"Syngnathus floridae",0,0,0,0,0,0.176611401835884,1
"Syngnathus scovelli",0,0,0,0,0,0.102974300159798,1
"Synodontis acanthomias",0,0,0,0,0,0.120944710288529,1
"Synodontis afrofischeri",0,0,0,0,0,0.0815019292209709,1
"Synodontis alberti",0,0,1,0,0,0.425920222655764,0
"Synodontis angelicus",0,0,1,0,0,0.501416369848518,0
"Synodontis annectens",0,0,0,0,0,0.187974061685219,1
"Synodontis ansorgii",0,0,0,0,0,0.36649455339794,1
"Synodontis arnoulti",0,0,0,0,0,0.379041982257641,1
"Synodontis aterrimus",0,0,0,0,0,0.15377497083468,1
"Synodontis bastiani",0,0,0,0,0,0.293249805474577,1
"Synodontis batensoda",1,0,1,0,0,0.868845902992443,0
"Synodontis batesii",0,0,0,0,0,0.501796816599471,1
"Synodontis brichardi",0,0,0,0,0,0.282386786992126,1
"Synodontis budgetti",1,0,0,0,0,0.572198577843554,0
"Synodontis camelopardalis",0,0,0,0,0,0.172468855817431,1
"Synodontis caudalis",0,0,0,0,0,0.166196028641958,1
"Synodontis caudovittatus",0,0,0,0,0,0.241219750155364,1
"Synodontis centralis",0,0,0,0,0,0.347640312250314,1
"Synodontis clarias",0,0,0,0,0,0.459778541724977,1
"Synodontis comoensis",0,0,0,0,0,0.297431700486649,1
"Synodontis congicus",0,0,0,0,0,0.159975432181002,1
"Synodontis contractus",0,0,1,0,0,0.343177160733023,0
"Synodontis courteti",0,0,0,0,0,0.986975336077219,1
"Synodontis cuangoanus",0,0,0,0,0,0.623149298251959,1
"Synodontis decorus",0,0,1,0,0,0.263349259076799,0
"Synodontis dekimpei",0,0,0,0,0,0.284857204708687,1
"Synodontis depauwi",0,0,0,0,0,0.508074128188989,1
"Synodontis dhonti",0,0,0,0,0,0.335332943290655,1
"Synodontis dorsomaculatus",0,0,0,0,0,0.238073744919014,1
"Synodontis eupterus",0,0,1,0,0,0.352994371228257,0
"Synodontis filamentosus",0,0,0,0,0,0.297431700486649,1
"Synodontis flavitaeniatus",0,0,1,0,0,0.445168376310466,0
"Synodontis frontosus",0,0,0,0,0,0.625981675502469,1
"Synodontis fuelleborni",0,0,0,0,0,0.385208235900691,1
"Synodontis gobroni",0,0,0,0,0,0.887434750487681,1
"Synodontis granulosus",0,0,0,0,0,0.335332943290655,1
"Synodontis greshoffi",0,0,0,0,0,0.377659952345102,1
"Synodontis guttatus",0,0,0,0,0,0.183308635645632,1
"Synodontis iturii",0,0,0,0,0,0.237201469641108,1
"Synodontis katangae",0,0,0,0,0,0.41964033360119,1
"Synodontis khartoumensis",0,0,0,0,0,0.190245494002186,1
"Synodontis koensis",0,0,1,0,0,0.210581187871967,0
"Synodontis leopardinus",0,0,0,0,0,0.496879210296244,1
"Synodontis levequei",0,0,0,0,0,0.154883670263381,1
"Synodontis longirostris",0,0,0,0,0,0.680001816038152,1
"Synodontis longispinis",0,0,0,0,0,0.241219750155364,1
"Synodontis lufirae",0,0,0,0,0,0.0815019292209709,1
"Synodontis macrophthalmus",0,0,0,0,0,0.46448542784078,1
"Synodontis macrops",0,0,0,0,0,0.434165622704605,1
"Synodontis macrostigma",0,0,0,0,0,0.238073744919014,1
"Synodontis macrostoma",0,0,0,0,0,0.510290847237699,1
"Synodontis manni",0,0,0,0,0,0.330087646622488,1
"Synodontis matthesi",0,0,0,0,0,0.18663488972025,1
"Synodontis melanopterus",0,0,0,0,0,0.388886969919192,1
"Synodontis multimaculatus",0,0,0,0,0,0.264370886190086,1
"Synodontis multipunctatus",0,0,0,0,0,0.290359398138504,1
"Synodontis nebulosus",0,0,0,0,0,0.21375507989717,1
"Synodontis nigrita",0,0,0,0,0,0.33151393253698,1
"Synodontis nigriventris",0,0,1,0,0,0.272461158771063,0
"Synodontis nigromaculatus",0,0,1,1,0,0.334589443402217,0
"Synodontis njassae",0,0,1,0,0,0.42330409265256,0
"Synodontis notatus",0,0,1,0,0,0.285046300623644,0
"Synodontis nummifer",0,0,0,0,0,0.569643531142425,1
"Synodontis obesus",0,0,1,0,0,0.290359398138504,0
"Synodontis ocellifer",1,0,0,0,0,0.445845630385459,0
"Synodontis omias",0,0,0,0,0,0.594073205288941,1
"Synodontis ornatipinnis",0,0,0,0,0,0.263349259076799,1
"Synodontis ornatissimus",0,0,0,0,0,0.347640312250314,1
"Synodontis pardalis",0,0,0,0,0,0.430376991255823,1
"Synodontis petricola",1,0,1,0,0,0.246070484453712,0
"Synodontis pleurops",0,0,1,0,0,0.425920222655764,0
"Synodontis polli",0,0,0,0,0,0.187699987410046,1
"Synodontis polystigma",0,0,0,0,0,0.205561613933283,1
"Synodontis pulcher",0,0,0,0,0,0.22620492342386,1
"Synodontis punctifer",0,0,0,0,0,0.396172796114569,1
"Synodontis punctulatus",0,0,0,0,0,0.301227923092683,1
"Synodontis resupinatus",1,0,0,0,0,0.301604775223102,0
"Synodontis robbianus",0,0,0,0,0,0.27750966959193,1
"Synodontis robertsi",0,0,0,0,0,0.431425317892221,1
"Synodontis ruandae",0,0,0,0,0,0.166196028641958,1
"Synodontis rukwaensis",0,0,0,0,0,0.250624283995122,1
"Synodontis schall",1,0,0,1,0,0.288879627802079,0
"Synodontis schoutedeni",0,0,0,0,0,0.18663488972025,1
"Synodontis serpentis",0,0,0,0,0,0.15377497083468,1
"Synodontis serratus",0,0,0,0,0,0.334589443402217,1
"Synodontis smiti",0,0,0,0,0,0.86507977843688,1
"Synodontis soloni",0,0,0,0,0,0.172468855817431,1
"Synodontis sorex",0,0,0,0,0,0.346632950033461,1
"Synodontis tanganyicae",1,0,0,0,0,0.454160153049617,0
"Synodontis thamalakanensis",0,0,0,0,0,0.237201469641108,1
"Synodontis tourei",0,0,0,0,0,0.417812057351837,1
"Synodontis unicolor",0,0,0,0,0,0.365045670108909,1
"Synodontis vaillanti",0,0,0,0,0,0.504847855101471,1
"Synodontis vanderwaali",0,0,0,0,0,0.159975432181002,1
"Synodontis velifer",0,0,0,0,0,0.239721934301747,1
"Synodontis vermiculatus",0,0,0,0,0,0.419055487866094,1
"Synodontis victoriae",0,0,0,0,0,0.352078454395177,1
"Synodontis violaceus",0,0,0,0,0,0.280302106592493,1
"Synodontis waterloti",0,0,0,0,0,0.41964033360119,1
"Synodontis woosnami",0,0,0,0,0,0.338320134687945,1
"Synodontis xiphias",0,0,0,0,0,0.751533660474898,1
"Synodontis zambezensis",0,0,0,1,0,0.344365558506353,0
"Synodontis zanzibaricus",0,0,0,0,0,0.327994702670801,1
"Synodus myops",0,0,0,0,0,0,1
"Synodus variegatus",0,0,0,0,0,0,1
"Systomus anchisporus",0,0,0,0,0,0.200194357602032,1
"Systomus clavatus",0,0,0,0,0,0.20445894594038,1
"Systomus jacobusboehlkei",0,0,0,0,0,0.282557620537523,1
"Systomus orphoides",0,0,0,0,0,0.202877667985269,1
"Systomus partipentazona",0,0,0,0,0,0.230645086505075,1
"Systomus sarana",0,0,1,1,0,0.344584102801747,0
"Tachysurus adiposalis",0,0,0,0,0,0.231429320904846,1
"Tachysurus argentivittatus",0,0,0,0,0,0.204541337093902,1
"Tachysurus brashnikowi",0,0,0,0,0,0.282450684585957,1
"Tachysurus fulvidraco",0,1,0,0,0,0.207922983523779,0
"Tachysurus herzensteini",0,0,0,0,0,0.436298524897032,1
"Tachysurus nitidus",0,0,0,0,0,0.138413504920564,1
"Tachysurus nudiceps",0,0,0,0,0,0.168062403541484,1
"Tachysurus sinensis",0,0,0,0,0,0.216535740983271,1
"Tachysurus virgatus",0,0,0,0,0,0.198906812950024,1
"Taeniacara candidi",1,0,1,0,0,0.221138138219024,0
"Taeniochromis holotaenia",1,0,1,0,0,0.17210811796729,0
"Taenioides anguillaris",0,0,0,0,0,1.16401846163768,1
"Taenioides cirratus",0,0,0,0,0,1.98538535945514,1
"Taenioides gracilis",1,0,0,0,0,0.164698930618642,0
"Taenioides nigrimarginatus",0,0,0,0,0,0.989239408080001,1
"Taeniolethrinops cyrtonotus",0,0,0,0,0,0.0884780171428502,1
"Taeniolethrinops furcicauda",1,0,1,0,0,0.103597510437506,0
"Taeniolethrinops laticeps",0,0,0,0,0,0.198950444900645,1
"Taeniolethrinops praeorbitalis",1,0,1,0,0,0.223579189448691,0
"Tahuantinsuyoa chipi",0,0,0,0,0,0.103597510437506,1
"Tahuantinsuyoa macantzatza",0,0,0,0,0,0.125930491158504,1
"Takifugu niphobles",0,0,0,0,0,0.129840736600227,1
"Takifugu obscurus",1,1,0,0,0,0.731534910102461,0
"Takifugu ocellatus",0,0,0,0,0,0.0646239324145828,1
"Tampichthys catostomops",0,0,0,0,0,0.317833251267846,1
"Tampichthys dichromus",0,0,0,0,0,0.1282176019129,1
"Tampichthys erimyzonops",0,0,0,0,0,0.218666839083955,1
"Tampichthys ipni",0,0,0,0,0,0.179238788016632,1
"Tampichthys mandibularis",0,0,0,0,0,0.146329203663559,1
"Tanakia himantegus",0,0,0,0,0,0.224616657198013,1
"Tanakia lanceolata",0,0,0,0,0,0.241300519802108,1
"Tanakia limbata",0,0,0,0,0,0.159618107648883,1
"Tandanus bostocki",0,0,0,0,0,0.315490639292574,1
"Tandanus tandanus",1,0,1,1,0,0.450316370689381,0
"Tangachromis dhanisi",1,0,1,0,0,0.134780798024861,0
"Tanganicodus irsacae",1,0,1,0,0,0.532219365968347,0
"Tanganikallabes mortiauxi",0,0,0,0,0,0.90045214298668,1
"Tanichthys albonubes",1,0,1,0,0,0.29283254780896,0
"Tasmanogobius lordi",0,0,0,0,0,0.150193436544503,1
"Tatia aulopygia",1,0,0,0,0,0.373638787590821,0
"Tatia boemia",0,0,0,0,0,0.232090462452352,1
"Tatia brunnea",0,0,0,0,0,0.230506134527353,1
"Tatia dunni",0,0,0,0,0,0.260118927930642,1
"Tatia galaxias",0,0,0,0,0,0.203561227413824,1
"Tatia gyrina",0,0,0,0,0,0.276045584409959,1
"Tatia intermedia",0,0,0,0,0,0.18141920926903,1
"Tatia neivai",0,0,0,0,0,0.279581579470201,1
"Tatia strigata",0,0,0,0,0,0.0838438281796045,1
"Taunayia bifasciata",0,0,0,0,0,0.535724369869393,1
"Teleocichla centisquama",1,0,1,0,0,0.249450596521897,0
"Teleocichla centrarchus",0,0,0,0,0,0.433528112409142,1
"Teleocichla cinderella",0,0,0,0,0,0.663328950711985,1
"Teleocichla gephyrogramma",0,0,0,0,0,0.561944207088751,1
"Teleocichla monogramma",0,0,0,0,0,0.841036561980365,1
"Teleocichla prionogenys",0,0,0,0,0,0.354915787986397,1
"Teleocichla proselytus",1,0,1,0,0,0.512661696611198,0
"Teleogramma brichardi",0,0,0,0,0,0.248137024091549,1
"Teleogramma depressa",0,0,0,0,0,0.324091435555055,1
"Teleogramma monogramma",0,0,0,0,0,0.106798801028616,1
"Telestes beoticus",0,0,0,1,0,0,0
"Telestes croaticus",0,0,0,0,0,0.317833251267846,1
"Telestes montenigrinus",0,0,0,0,0,0.297697272378604,1
"Telestes muticellus",0,0,0,0,0,0.198397208017205,1
"Telestes pleurobipunctatus",0,0,0,0,0,0,1
"Telestes polylepis",0,0,0,0,0,0.37059063688286,1
"Telestes souffia",0,0,0,0,0,0.178995968408291,1
"Telestes ukliva",0,0,0,0,0,0.281727425389928,1
"Telmatochromis bifrenatus",1,0,1,0,0,0.201464560113789,0
"Telmatochromis brichardi",0,0,1,0,0,0.399504191795446,0
"Telmatochromis dhonti",1,0,1,0,0,0.354101129109196,0
"Telmatochromis temporalis",1,0,1,0,0,0.223006194406877,0
"Telmatochromis vittatus",1,0,1,0,0,0.212287213016273,0
"Tembeassu marauna",0,0,0,0,0,0.182099055895182,1
"Tenualosa ilisha",0,0,0,0,0,0.228854542688333,1
"Tenualosa macrura",1,0,0,0,0,0.332577440826196,0
"Tenualosa reevesii",0,0,0,0,0,0.36339278711282,1
"Tenualosa thibaudeaui",0,0,0,0,0,0.169394869002071,1
"Tenualosa toli",1,0,0,0,0,0.306742390423197,0
"Tephrinectes sinensis",0,0,0,0,0,0.113255847527147,1
"Teramulus kieneri",0,0,0,0,1,0.17196057489058,0
"Terapon jarbua",0,1,0,0,0,0.0824193443823903,0
"Terapon puta",0,0,0,0,0,0,1
"Terapon theraps",0,0,0,0,0,0.247707020423634,1
"Terateleotris aspro",0,0,0,0,0,0.130209747453535,1
"Terranatos dolichopterus",1,0,1,0,0,0.153998886824714,0
"Tetracamphilius angustifrons",0,0,0,0,0,0.15705032217827,1
"Tetracamphilius notatus",0,0,0,0,0,0.15705032217827,1
"Tetragonopterus argenteus",1,0,1,0,0,0.389139983190603,0
"Tetragonopterus chalceus",1,0,1,0,0,0.243691940141521,0
"Tetragonopterus rarus",0,0,0,0,0,0.511983522236615,1
"Tetranematichthys quadrifilis",0,0,0,0,0,0.201963848672635,1
"Tetraodon abei",0,0,0,0,0,0.103248823994665,1
"Tetraodon baileyi",0,0,0,0,0,0.374579524768055,1
"Tetraodon biocellatus",0,0,0,0,0,0.196660811799988,1
"Tetraodon cambodgiensis",0,0,0,0,0,0.419647242935076,1
"Tetraodon cutcutia",0,0,0,0,0,0.241862561976704,1
"Tetraodon duboisi",0,0,0,0,0,0,1
"Tetraodon erythrotaenia",0,0,0,0,0,0.423043522663393,1
"Tetraodon fluviatilis",0,0,0,0,0,0.257378744335062,1
"Tetraodon lineatus",0,0,0,0,0,0.64779244557977,1
"Tetraodon mbu",0,0,0,0,0,0,1
"Tetraodon miurus",0,0,0,0,0,0.059929535988195,1
"Tetraodon nigroviridis",0,0,0,0,0,0.248003892272667,1
"Tetraodon palembangensis",0,0,0,0,0,0.277145256169805,1
"Tetraodon pustulatus",0,0,0,0,0,0.57176395486539,1
"Tetraodon schoutedeni",0,0,1,0,0,0.315491020645727,0
"Tetraodon suvattii",0,0,0,0,0,0.258805724383011,1
"Tetraodon turgidus",0,0,0,0,0,0.307369254873214,1
"Tetraroge barbata",0,0,0,0,0,0.534191780923226,1
"Thalassoma hardwicke",0,0,0,0,0,0.0630949745902749,1
"Thalassoma lunare",0,0,0,0,0,0,1
"Thalassophryne amazonica",0,0,0,0,0,0.403428533006484,1
"Thaleichthys pacificus",1,0,0,0,0,0.277771911825178,0
"Thaumatichthys binghami",0,0,0,0,0,0.135111967492064,1
"Thayeria boehlkei",1,0,1,0,0,0.134541744071161,0
"Thayeria ifati",1,1,1,0,0,0.251055009641479,0
"Thayeria obliqua",1,0,1,0,0,0.130197348658134,0
"Theraps godmanni",0,0,0,0,0,0.586886614006789,1
"Theraps intermedius",0,0,0,0,0,0.189630310158631,1
"Theraps irregularis",0,0,0,0,0,0.142723895763287,1
"Theraps lentiginosus",0,0,0,0,0,0.189032520712282,1
"Theraps microphthalmus",0,0,0,0,0,0.062206913871264,1
"Thoburnia atripinnis",0,0,0,0,0,0.408995634111859,1
"Thoburnia hamiltoni",0,0,0,0,0,0.269383010674516,1
"Thoburnia rhothoeca",0,0,0,0,0,0.134354230088663,1
"Thoracocharax securis",1,0,1,0,0,1.51509195892996,0
"Thoracocharax stellatus",0,0,1,0,0,0.724840614666305,0
"Thoracochromis albolabris",0,0,0,0,0,0.328602968336782,1
"Thoracochromis bakongo",0,0,0,0,0,0.15568542732653,1
"Thoracochromis brauschi",0,0,0,0,0,0.182435838412943,1
"Thoracochromis buysi",0,0,0,0,0,0.243759644624163,1
"Thoracochromis callichromus",0,0,0,0,0,0.112528302059648,1
"Thoracochromis demeusii",0,0,0,0,0,0.199311426465371,1
"Thoracochromis fasciatus",0,0,0,0,0,0.124563724359588,1
"Thoracochromis lucullae",0,0,0,0,0,0.052775765627794,1
"Thoracochromis moeruensis",0,0,0,0,0,0.0690225770293018,1
"Thoracochromis schwetzi",0,0,0,0,0,0.230816854314186,1
"Thoracochromis wingatii",0,0,0,0,0,0.154974684376735,1
"Thorichthys aureus",0,0,1,0,0,0.139975740702467,0
"Thorichthys callolepis",0,0,0,0,0,0.066771238906809,1
"Thorichthys ellioti",0,0,0,0,0,0.0344197704339158,1
"Thorichthys helleri",0,0,0,0,0,0.052775765627794,1
"Thorichthys meeki",0,0,1,0,0,0.412621074973815,0
"Thorichthys pasionis",0,0,0,0,0,0.171441390735566,1
"Thorichthys socolofi",0,0,0,0,0,0.424153248830789,1
"Thrissobrycon pectinifer",0,0,0,0,0,0.283321793960066,1
"Thryssa hamiltonii",1,0,0,0,0,0.199279223454793,0
"Thryssa kammalensis",0,0,0,0,0,0.159848213113815,1
"Thryssa mystax",0,0,0,0,0,0.144356469946326,1
"Thryssa rastrosa",0,0,0,0,0,0.14691910168506,1
"Thryssa scratchleyi",0,0,0,0,0,0.356525847140438,1
"Thryssa setirostris",0,0,0,0,0,0.252129340726922,1
"Thryssa vitrirostris",0,0,0,0,0,0.181976191037119,1
"Thryssocypris tonlesapensis",1,0,0,0,0,0.592129077499488,0
"Thunnus albacares",0,0,0,0,0,0.108462703804565,1
"Thunnus obesus",0,0,0,0,0,0.108462703804565,1
"Thymallus arcticus",0,0,0,1,0,0.249206977573269,0
"Thymallus baicalensis",0,0,0,0,0,0.0836848452333277,1
"Thymallus brevirostris",0,0,0,0,0,0.413962506406443,1
"Thymallus nigrescens",0,0,0,0,0,0.0836848452333277,1
"Thymallus thymallus",1,1,0,1,0,0.234335260243476,0
"Thymallus yaluensis",0,0,0,0,0,0.24281192581577,1
"Thynnichthys sandkhol",1,1,0,0,0,0.0544646087091568,0
"Thynnichthys thynnoides",0,0,0,0,0,0.191302416754683,1
"Thynnichthys vaillanti",0,0,0,0,0,0.273977001125653,1
"Thyrsites atun",0,0,0,0,0,0.214348310761837,1
"Thysochromis ansorgii",0,0,0,0,0,0.340887426065317,1
"Tilapia baloni",0,0,0,0,0,0.240312023830384,1
"Tilapia brevimanus",0,0,0,0,0,0.147914382081087,1
"Tilapia busumana",0,0,1,0,0,0.383936300384998,0
"Tilapia cessiana",0,0,0,0,0,0.348579228235164,1
"Tilapia coffea",0,0,0,0,0,0.314692972778975,1
"Tilapia congica",0,0,0,0,0,0.213807683990113,1
"Tilapia rheophila",0,0,0,0,0,0.179121534305856,1
"Tilapia ruweti",1,0,1,0,0,0.124563724359588,0
"Tilapia sparrmanii",0,1,0,1,0,0.484830934446416,0
"Tilapia walteri",0,0,0,0,0,0.611157031261045,1
"Tinca tinca",1,1,0,1,0,0.358982108948486,0
"Tocantinsia piresi",0,0,0,0,0,0.254949086078587,1
"Tometes lebaili",0,0,0,0,0,0.503935365986932,1
"Tometes makue",0,0,0,0,0,0.264542397545945,1
"Tometes trilobatus",0,0,0,0,0,0.676204647472032,1
"Tomeurus gracilis",0,0,0,0,0,0.382700311460081,1
"Tomocichla sieboldii",0,0,0,0,0,0.0297857704610141,1
"Tomocichla tuba",0,0,0,0,0,0.487290847634084,1
"Tonlesapia tsukawakii",0,0,0,0,0,0.306140495554515,1
"Tor ater",0,0,0,0,0,0.241797403765039,1
"Tor douronensis",0,1,1,0,0,0.132232298083347,0
"Tor hemispinus",0,0,0,0,0,0.265893688990411,1
"Tor khudree",1,1,0,1,0,0.209382041125799,0
"Tor laterivittatus",0,0,0,0,0,0.351789581711741,1
"Tor macrolepis",0,0,0,0,0,0.25978989295928,1
"Tor polylepis",0,0,0,0,0,0.180960103119982,1
"Tor putitora",1,1,0,1,0,0.75543374897731,0
"Tor qiaojiensis",0,0,0,0,0,0.204886018018887,1
"Tor sinensis",0,0,0,0,0,0.172661626138183,1
"Tor soro",0,0,0,0,0,0.11193894651469,1
"Tor tambra",1,0,1,0,0,0.190200255912141,0
"Tor tambroides",1,1,0,0,0,0.403036746966693,0
"Tor tor",1,1,0,1,0,0.256185507137412,0
"Tor yunnanensis",0,0,0,0,0,0.200358674575866,1
"Torquigener hypselogeneion",0,0,0,0,0,0.129484638528898,1
"Toxabramis hoffmanni",0,0,0,0,0,0.177699809895138,1
"Toxabramis houdemeri",0,0,0,0,0,0.306783417724663,1
"Toxabramis swinhonis",0,0,0,0,0,0.427142400238745,1
"Toxotes blythii",0,0,0,0,0,0.696684551137032,1
"Toxotes chatareus",0,0,1,0,0,0.657412373370542,0
"Toxotes jaculatrix",0,0,1,0,0,0.814113565013857,0
"Toxotes kimberleyensis",0,0,0,0,0,0.525602159325925,1
"Toxotes lorentzi",0,0,0,0,0,0.113912794346143,1
"Toxotes microlepis",0,0,0,0,0,0.748334427617567,1
"Trachelyichthys decaradiatus",0,0,0,0,0,0.20452049939703,1
"Trachelyichthys exilis",0,0,0,0,0,0.100495856247772,1
"Trachelyopterichthys anduzei",0,0,0,0,0,0.408255185526564,1
"Trachelyopterichthys taeniatus",1,0,1,0,0,0.272240374962951,0
"Trachelyopterus albicrux",0,0,0,0,0,0.145296525328386,1
"Trachelyopterus amblops",0,0,0,0,0,0.0871468638012096,1
"Trachelyopterus coriaceus",1,0,1,0,0,0.305689486710351,0
"Trachelyopterus fisheri",0,0,1,0,0,0.0871468638012096,0
"Trachelyopterus galeatus",0,0,1,0,0,0.33324824164222,0
"Trachelyopterus insignis",0,0,0,0,0,0.254837875472099,1
"Trachelyopterus leopardinus",0,0,0,0,0,0.106698750876356,1
"Trachelyopterus striatulus",0,0,1,0,0,0.275847176566309,0
"Trachelyopterus teaguei",0,0,0,0,0,0.40859108207676,1
"Trachidermus fasciatus",0,0,0,0,0,0.264084673623661,1
"Trachinotus africanus",0,0,0,0,0,0.179686538639052,1
"Trachinotus blochii",0,0,0,0,0,0.27967438023403,1
"Trachinotus botla",0,0,0,0,0,0.234301923113749,1
"Trachinotus falcatus",0,0,0,0,0,0.109262249494397,1
"Trachinotus marginatus",0,0,0,0,0,0.081220323327454,1
"Trachinotus teraia",0,0,0,1,0,0.165754048042823,0
"Trachurus mediterraneus",0,0,0,0,0,0.0502440919779984,1
"Trachurus trachurus",0,0,0,0,0,0.3408836681141,1
"Trachycorystes trachycorystes",0,0,1,0,0,0.362171789796235,0
"Trachydoras brevis",0,0,0,0,0,0.836919298153163,1
"Trachydoras microstomus",0,0,0,0,0,0.157620991398501,1
"Trachydoras nattereri",0,0,0,0,0,0.656742702507864,1
"Trachydoras paraguayensis",0,0,0,0,0,0.239721934301747,1
"Trachydoras steindachneri",0,0,0,0,0,0.431425317892221,1
"Trachyglanis ineac",0,0,0,0,0,0.437931088131174,1
"Trachyglanis intermedius",0,0,0,0,0,0.626126102843792,1
"Trachyglanis minutus",0,0,0,0,0,0.0612868962325631,1
"Trachyglanis sanghensis",0,0,0,0,0,0.701307656316387,1
"Trachyrhamphus bicoarctatus",0,0,0,0,0,0.0605505527956976,1
"Trachystoma petardi",0,1,0,0,0,0.325532724216974,0
"Tramitichromis brevis",1,0,1,0,0,0.0851875473571602,0
"Tramitichromis intermedius",1,0,1,0,0,0.275462534822938,0
